Name	eaiQuoteID	type	uom	ccy	businessCalendar	lotSize	tenor	Commodity	limSymbol	limMultiplier	defaultPrecision	clearPortPrecision	expiryRule	exchange	volatilityID	indexLevel	forwardMarket	pricingRule	formula	rollbefore	promptness	bblPerMT
Gas Oil ULSD 10ppm UK spec CIF NWE Cargoes (Platts)	1102	PublishedIndex	MT                  	USD                 	PLE	None                	Day                 	GasOil	Some(AAVBH00)	Some(1.0)           	Some(3)             	Some(2)             	NULL	NULL	None                	Mid	NULL	NULL	NULL	NULL	NULL	Some(7.45)
Gas Oil ULSD 10ppm UK spec CIF NWE Cargoes [High] (Platts)	1103	PublishedIndex	MT                  	USD                 	PLE	None                	Day                 	GasOil	Some(AAVBH00)	Some(1.0)           	Some(3)             	Some(2)             	NULL	NULL	None                	High	NULL	NULL	NULL	NULL	NULL	Some(7.45)
TD14 S.E. Asia to EC Australia 80KT	1104	PublishedIndex	MT                  	WSC                 	IcS	None                	Day                 	Freight	Some(BALTIC.DIRTY.TANKER.ROUTE.TD14)	Some(0.01)          	Some(4)             	Some(2)             	NULL	NULL	None                	Val	NULL	NULL	NULL	NULL	NULL	None
TC8 AG to UK-Cont 65KT	1105	PublishedIndex	MT                  	WSC                 	IcS	None                	Day                 	Freight	Some(BALTIC.CLEAN.TANKER.ROUTE.TC8)	Some(0.01)          	Some(4)             	Some(2)             	NULL	NULL	None                	Val	NULL	NULL	NULL	NULL	NULL	None
TD18 Baltic to UK-Cont 30KT	1106	PublishedIndex	MT                  	WSC                 	IcS	None                	Day                 	Freight	Some(BALTIC.DIRTY.TANKER.ROUTE.TD18)	Some(0.01)          	Some(4)             	Some(2)             	NULL	NULL	None                	Val	NULL	NULL	NULL	NULL	NULL	None
TD17 Primorsk to Wilhelmshaven Trial Route	1107	PublishedIndex	MT                  	WSC                 	IcS	None                	Day                 	Freight	Some(BALTIC.DIRTY.TANKER.ROUTE.TD17)	Some(0.01)          	Some(4)             	Some(2)             	NULL	NULL	None                	Val	NULL	NULL	NULL	NULL	NULL	None
Unl 93 9RVP USGC Waterbourne (Platts) vs NYMEX RBOB 2nd month	1108	FormulaIndex	gal                 	USD                 	NULL	NULL	NULL	NULL	NULL	NULL	Some(4)             	Some(4)             	NULL	NULL	NULL	NULL	NULL	NULL	Quote(1.0* MKT(686)) - Quote(1.0* MKT(1027)) 	NULL	NULL	Some(8.33)
Jet 54 USGC Pipeline (platts) vs NYMEX Heat 2nd month	1109	FormulaIndex	gal                 	USD                 	NULL	NULL	NULL	NULL	NULL	NULL	Some(4)             	Some(4)             	NULL	NULL	NULL	NULL	NULL	NULL	Quote(1.0* MKT(377)) - Quote(1.0* MKT(1068)) 	NULL	NULL	Some(7.904)
Unl 93 9RVP USGC Waterborne (Platts) vs NYMEX RBOB 1st month	1111	FormulaIndex	gal                 	USD                 	NULL	NULL	NULL	NULL	NULL	NULL	Some(4)             	Some(4)             	NULL	NULL	NULL	NULL	NULL	NULL	Quote(1.0* MKT(686)) - Quote(1.0* MKT(933)) 	NULL	NULL	Some(8.33)
ICE Gas Oil 1st month 16:30 marker(Platts)	1112	PublishedIndex	MT                  	USD                 	PLE	Some(100.0)         	Day                 	GasOil	Some(AARIN00)	Some(1.0)           	Some(3)             	Some(2)             	NULL	NULL	None                	Index	NULL	NULL	NULL	NULL	NULL	Some(7.45)
Gas Oil 0.2% FOB NWE Cargoes (Platts) vs ICE Gas Oil 1st month (Settlement)	1113	FormulaIndex	MT                  	USD                 	NULL	NULL	NULL	NULL	NULL	NULL	Some(3)             	Some(2)             	NULL	NULL	NULL	NULL	NULL	NULL	Quote(1.0* MKT(267)) - Quote(1.0* MKT(58)) 	NULL	NULL	Some(7.45)
Unl W0 Colonial Pipeline	1114	PublishedIndex	gal                 	USD                 	PLH	None                	Day                 	Gasoline	None	None                	Some(4)             	Some(4)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	Some(8.45)
Diesel ULS Pacific North West (OPIS)	1115	PublishedIndex	gal                 	USD                 	OPI	None                	Day                 	GasOil	Some(PCNW2.ULSD)	Some(0.01)          	Some(4)             	Some(4)             	NULL	NULL	None                	Mid	NULL	NULL	NULL	NULL	NULL	Some(7.45)
LS Diesel 420ppm Colonial pipeline (Argus)	1116	PublishedIndex	gal                 	USD                 	PLH	None                	Day                 	GasOil	Some(GPDLCP1PI)	Some(0.01)          	Some(4)             	Some(4)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	Some(7.45)
ULSD NYH Cargoes (Platts)	1117	PublishedIndex	gal                 	USD                 	PLH	None                	Day                 	GasOil	Some(AATGW00)	Some(0.01)          	Some(4)             	Some(4)             	NULL	NULL	None                	Mid	NULL	NULL	NULL	NULL	NULL	Some(7.45)
Prem Unl 50ppm FOB Med Cargoes (Platts) vs IPE Brent	1118	FormulaIndex	bbl                 	USD                 	NULL	NULL	NULL	NULL	NULL	NULL	Some(4)             	Some(4)             	NULL	NULL	NULL	NULL	NULL	NULL	Quote(1.0* MKT(578)) - Quote(1.0* MKT(28)) 	NULL	NULL	Some(7.45)
Gas Oil ULSD USGC Waterbourne (Platts)	1119	PublishedIndex	gal                 	USD                 	PLH	None                	Day                 	GasOil	Some(AATGZ00)	Some(0.01)          	Some(3)             	Some(2)             	NULL	NULL	None                	Mid	NULL	NULL	NULL	NULL	NULL	Some(7.44)
Gas Oil ULSD USGC Pipeline (Platts) vs Nymex Heat 2nd month	1120	FormulaIndex	gal                 	USD                 	NULL	NULL	NULL	NULL	NULL	NULL	Some(4)             	Some(2)             	NULL	NULL	NULL	NULL	NULL	NULL	Quote(1.0* MKT(1039)) - Quote(1.0* MKT(1068)) 	NULL	NULL	Some(7.44)
Reg Unl LA Pipeline (OPIS)	1121	PublishedIndex	gal                 	USD                 	OPI	None                	Day                 	Gasoline	Some(LA.UNL)	Some(0.01)          	Some(4)             	Some(4)             	NULL	NULL	None                	Mid	NULL	NULL	NULL	NULL	NULL	Some(8.33)
ICE Gas Oil 1st month marker (Platts) [Low]	1122	PublishedIndex	MT                  	USD                 	PLE	Some(100.0)         	Day                 	GasOil	Some(AARIN00)	Some(1.0)           	Some(3)             	Some(2)             	NULL	NULL	None                	Index	NULL	NULL	NULL	NULL	NULL	Some(7.45)
MDEX Crude Palm Oil	1125	FuturesMarket	MT                  	MYR                 	KLS	Some(25.0)          	Month               	VegetableOil	Some(PO)	Some(1.0)           	Some(4)             	Some(0)             	EAIExpiryRule(1125)	MDEX	None                	NULL	NULL	NULL	NULL	NULL	NULL	Some(7.05)
Shanghai Fuel Oil	1126	FuturesMarket	MT                  	CNY                 	SFS	Some(10.0)          	Month               	FuelOil	Some(SHFE.FU)	Some(1.0)           	Some(3)             	Some(2)             	SFS Fuel Oil	SFS	None                	NULL	NULL	NULL	NULL	NULL	NULL	Some(6.2)
NYMEX Ethanol	1127	FuturesMarket	gal                 	USD                 	NYM	Some(42000.0)       	Month               	Gasoline	Some(NYM.QE)	Some(0.01)          	Some(3)             	Some(2)             	No Rule	NYMEX	None                	NULL	NULL	NULL	NULL	NULL	NULL	Some(7.972)
FAME-0 FOB Rotterdam Barges (Argus)	1128	PublishedIndex	MT                  	USD                 	ARE	Some(100.0)         	Day                 	GasOil	Some(PA0004587.6.0)	Some(1.0)           	Some(3)             	Some(3)             	NULL	NULL	None                	Mid	NULL	NULL	NULL	NULL	NULL	Some(7.46)
Nymex Ethanol 1st month	1129	PublishedIndex	gal                 	USD                 	NYM	None                	Day                 	Gasoline	Some(NYM.QE)	Some(0.01)          	Some(3)             	Some(2)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	Some(7.972)
CBOT Soybean Oil 1st month(OLD)	1130	PublishedIndex	lb                  	USD                 	MAS	None                	Day                 	VegetableOil	Some(CBOT.BOC)	Some(0.01)          	Some(5)             	Some(2)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	Some(7.0)
ULSD Buckeye Pipeline (Platts)	1131	PublishedIndex	gal                 	USD                 	PLH	None                	Day                 	GasOil	Some(AATHF00)	Some(0.01)          	Some(4)             	Some(2)             	NULL	NULL	None                	Mid	NULL	NULL	NULL	NULL	NULL	Some(7.45)
HLS Pipeline 1st month (Platts)	1132	PublishedIndex	bbl                 	USD                 	PLH	None                	Day                 	Crude	Some(PCABD00)	Some(1.0)           	Some(3)             	Some(2)             	NULL	NULL	None                	Mid	NULL	NULL	NULL	NULL	NULL	Some(6.87)
Aluminium Alloy 3s	1133	PublishedIndex	MT                  	USD                 	LME	None                	Day                 	AluminiumAlloy	None	None                	Some(3)             	Some(0)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	None
Aluminium Alloy Cash	1134	PublishedIndex	MT                  	USD                 	LME	None                	Day                 	AluminiumAlloy	None	None                	Some(3)             	Some(0)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	None
HLS Empire Pipeline	1135	PublishedIndex	bbl                 	USD                 	PLH	None                	Day                 	Crude	Some(GPDLCP1P)	Some(1.0)           	Some(3)             	Some(2)             	NULL	NULL	None                	Mid	NULL	NULL	NULL	NULL	NULL	Some(6.87)
NASAAC 3s	1136	PublishedIndex	MT                  	USD                 	LME	None                	Day                 	NASAAC	None	None                	Some(3)             	Some(0)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	None
NASAAC Cash	1137	PublishedIndex	MT                  	USD                 	LME	None                	Day                 	NASAAC	None	None                	Some(3)             	Some(0)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	None
Bursa Crude Palm Oil 1st month	1140	FuturesFrontPeriodIndex	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Some(4)             	Some(2)             	NULL	NULL	NULL	Close	MDEX Crude Palm Oil	NULL	NULL	0	1	NULL
Tapis (APPI) vs ICE Brent 1st month	1141	FormulaIndex	bbl                 	USD                 	NULL	NULL	NULL	NULL	NULL	NULL	Some(3)             	Some(2)             	NULL	NULL	NULL	NULL	NULL	NULL	Quote(1.0* MKT(376)) - Quote(1.0* MKT(28)) 	NULL	NULL	Some(7.91)
LS Diesel 420ppm Colonial Pipeline [Mid] (Argus)	1142	PublishedIndex	gal                 	USD                 	PLH	None                	Day                 	GasOil	Some(GPDLCP1P)	Some(0.01)          	Some(4)             	Some(4)             	NULL	NULL	None                	Mid	NULL	NULL	NULL	NULL	NULL	Some(7.45)
SLS Ship Shoal Pipeline	1143	PublishedIndex	bbl                 	USD                 	PLH	None                	Day                 	Crude	None	None                	Some(3)             	Some(2)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	Some(7.89)
DME Oman OSP [Sing Close]	1144	FuturesMarket	bbl                 	USD                 	DME (custom)	Some(1000.0)        	Month               	Crude	Some(DME.OQ)	Some(1.0)           	Some(2)             	Some(2)             	No Rule	DME	None                	NULL	NULL	NULL	NULL	NULL	NULL	Some(7.51)
DME Oman OSP 1st month [Sing Close]	1145	FuturesFrontPeriodIndex	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Some(2)             	Some(2)             	NULL	NULL	NULL	Close	DME Oman OSP [Sing Close]	NULL	NULL	0	1	NULL
Gasoil 0.5% FOB Arab Gulf (Platts) vs Gasoil 0.5% Singapore (Platts)	1146	FormulaIndex	bbl                 	USD                 	NULL	NULL	NULL	NULL	NULL	NULL	Some(3)             	Some(2)             	NULL	NULL	NULL	NULL	NULL	NULL	Quote(1.0* MKT(245)) - Quote(1.0* MKT(52)) 	NULL	NULL	Some(7.45)
Peninsular Crude Palm Oil	1147	PublishedIndex	MT                  	MYR                 	KLS	None                	Day                 	VegetableOil	Some(MPOB.CRUDE.PALM.OIL)	Some(1.0)           	Some(3)             	Some(2)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	Some(7.05)
Shanghai Gold	1148	FuturesMarket	g                   	CNY                 	SFS	Some(1000.0)        	Month               	Gold	Some(AU)	None                	Some(4)             	Some(2)             	SFS	SFS	None                	NULL	NULL	NULL	NULL	NULL	NULL	None
Prem Unl 10ppm FOB Rotterdam Barges [High] (Platts)	1149	PublishedIndex	MT                  	USD                 	PLE	None                	Day                 	Gasoline	Some(PGABM00)	Some(1.0)           	Some(3)             	Some(2)             	NULL	NULL	None                	High	NULL	NULL	NULL	NULL	NULL	Some(8.33)
SME B100 Chicago (OPIS)	1150	PublishedIndex	gal                 	USD                 	OPI	None                	Day                 	VegetableOil	Some(CHI.B100.SME)	Some(0.01)          	Some(4)             	Some(2)             	NULL	NULL	None                	Mid	NULL	NULL	NULL	NULL	NULL	Some(7.15)
SME B100 Gulf Coast (OPIS)	1151	PublishedIndex	gal                 	USD                 	OPI	None                	Day                 	VegetableOil	Some(GC.B100.SME)	Some(0.01)          	Some(4)             	Some(2)             	NULL	NULL	None                	Mid	NULL	NULL	NULL	NULL	NULL	Some(7.15)
Biodiesel SME delivered Chicago (Platts)	1152	PublishedIndex	gal                 	USD                 	PLH	None                	Day                 	VegetableOil	Some(AAURR00)	Some(0.01)          	Some(4)             	Some(2)             	NULL	NULL	None                	Mid	NULL	NULL	NULL	NULL	NULL	Some(7.15)
Biodiesel SME delivered Houston (Platts)	1153	PublishedIndex	gal                 	USD                 	PLH	None                	Day                 	VegetableOil	Some(AAURS00)	Some(0.01)          	Some(4)             	Some(2)             	NULL	NULL	None                	Mid	NULL	NULL	NULL	NULL	NULL	Some(7.15)
Biodiesel PME FOB South East Asia (Platts)	1154	PublishedIndex	MT                  	USD                 	PLD	None                	Day                 	VegetableOil	Some(AAVSV00)	Some(1.0)           	Some(4)             	Some(2)             	NULL	NULL	None                	Mid	NULL	NULL	NULL	NULL	NULL	Some(7.45)
Gas Oil ULSD USGC Waterbourne (Platts) vs Nymex Heat 1st month	1155	FormulaIndex	gal                 	USD                 	NULL	NULL	NULL	NULL	NULL	NULL	Some(3)             	Some(2)             	NULL	NULL	NULL	NULL	NULL	NULL	Quote(1.0* MKT(1119)) - Quote(1.0* MKT(29)) 	NULL	NULL	Some(7.44)
Gas Oil 0.1% CIF Med Cargoes (Platts) vs ICE Gas Oil 1st month	1156	FormulaIndex	MT                  	USD                 	NULL	NULL	NULL	NULL	NULL	NULL	Some(3)             	Some(2)             	NULL	NULL	NULL	NULL	NULL	NULL	Quote(1.0* MKT(1089)) - Quote(1.0* MKT(58)) 	NULL	NULL	Some(7.45)
Unl 100 Singapore (Platts)	1157	PublishedIndex	bbl                 	USD                 	PLD	None                	Day                 	Gasoline	None	None                	Some(3)             	Some(2)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	Some(8.45)
Vasconia 1st month Differential (Platts)	1158	PublishedIndex	bbl                 	USD                 	PLH	None                	Day                 	Crude	Some(PCAGR00)	Some(1.0)           	Some(4)             	Some(2)             	NULL	NULL	None                	Mid	NULL	NULL	NULL	NULL	NULL	Some(7.07)
CBOT Soybean Oil 1st Month	1159	FuturesFrontPeriodIndex	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Some(5)             	Some(2)             	NULL	NULL	NULL	Close	CBOT Soybean Oil	NULL	NULL	0	1	NULL
Peninsular Crude Palm Oil monthly average	1160	PublishedIndex	MT                  	MYR                 	KLS	None                	Day                 	VegetableOil	Some(PO)	Some(1.0)           	Some(3)             	Some(2)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	Some(7.05)
Tokyo BFO 2nd month (RIM)	1161	PublishedIndex	bbl                 	USD                 	RIM	None                	Day                 	Crude	Some(RIM_RC012T2$)	Some(1.0)           	Some(3)             	Some(2)             	NULL	NULL	None                	Mid	NULL	NULL	NULL	NULL	NULL	Some(7.57)
Butane Non-TET [USD/MT] (OPIS)	1162	FormulaIndex	MT                  	USD                 	NULL	NULL	NULL	NULL	NULL	NULL	Some(4)             	Some(4)             	NULL	NULL	NULL	NULL	NULL	NULL	Quote(1.0* MKT(66)) 	NULL	NULL	Some(10.78571429)
NTCL Blending Premium	1163	PublishedIndex	bbl                 	USD                 	PLH	None                	Day                 	GasOil	None	None                	Some(3)             	Some(0)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	Some(7.45)
MDEX Crude Palm Oil 3rd month	1164	FuturesFrontPeriodIndex	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Some(4)             	Some(2)             	NULL	NULL	NULL	Close	MDEX Crude Palm Oil	NULL	NULL	0	3	NULL
ULSD 15ppm NYH Cargoes (Argus)	1165	PublishedIndex	gal                 	USD                 	ARG	None                	Day                 	GasOil	Some(GPUSP315)	Some(0.01)          	Some(4)             	Some(2)             	NULL	NULL	None                	Mid	NULL	NULL	NULL	NULL	NULL	Some(7.45)
RBOB Reg Unl 13.5 RVP NYH Barges (Platts)	1166	PublishedIndex	gal                 	USD                 	PLH	None                	Day                 	Gasoline	Some(AAOYL00)	Some(0.01)          	Some(4)             	Some(4)             	NULL	NULL	None                	Mid	NULL	NULL	NULL	NULL	NULL	Some(8.33)
Unl 87 0.3% Max MTBE 13.5 RVP NYH Barges (Platts)	1167	PublishedIndex	gal                 	USD                 	PLH	None                	Day                 	Gasoline	Some(AAOYI00)	Some(0.01)          	Some(4)             	Some(4)             	NULL	NULL	None                	Mid	NULL	NULL	NULL	NULL	NULL	Some(8.45)
Unl 87 0.3% Max MTBE 13.5 RVP NYH Barges (Platts) vs Nymex RBOB 1st month	1168	FormulaIndex	gal                 	USD                 	NULL	NULL	NULL	NULL	NULL	NULL	Some(4)             	Some(4)             	NULL	NULL	NULL	NULL	NULL	NULL	Quote(1.0* MKT(1167)) - Quote(1.0* MKT(880)) 	NULL	NULL	Some(8.45)
ULSD 15ppm NYH Barges (Argus)	1170	PublishedIndex	gal                 	USD                 	ARG	None                	Day                 	GasOil	Some(GPUSP310)	Some(0.01)          	Some(4)             	Some(2)             	NULL	NULL	None                	Mid	NULL	NULL	NULL	NULL	NULL	Some(7.45)
